@relation GHC_original-weka.filters.unsupervised.attribute.NumericToNominal-R18

@attribute ' forum_id' numeric
@attribute ' posted_time' numeric
@attribute ' deleted' numeric
@attribute ' approved' numeric
@attribute ' unresolved' numeric
@attribute ' anonymous' numeric
@attribute ' title_has_lecture' numeric
@attribute ' title_has_quiz_assignment_grade_project' numeric
@attribute ' posts_count_request' numeric
@attribute ' posts_count_thanks' numeric
@attribute ' posts_countLogistics' numeric
@attribute ' posts_count_problems' numeric
@attribute ' meanposttimes' numeric
@attribute ' varposttimes' numeric
@attribute ' meanDiffFromLandmarks' numeric
@attribute ' numStudentOnlyPostsVotes' numeric
@attribute ' last_updated_time_StudentPostsOnly' numeric
@attribute instructor_replied {0,1}
@attribute ' numStudentPostsOnly' numeric

@data
3,1366509475,0,0,1,0,0,0,0,0,1,0,1370000000,0,111966,1,1370000000,1,1
12,1366509747,0,0,0,0,0,0,0,0,0,0,1370000000,0,112238,1,1370000000,0,1
12,1366510214,0,0,0,0,0,0,0,0,1,0,1370000000,0,112705,0,1370000000,0,1
4,1366510428,0,0,0,0,0,0,0,0.166667,0,0,1370000000,12700000000,161573.3333,1,1370000000,0,6
12,1366510676,0,0,0,0,0,0,0,0,0,0,1370000000,0,113167,0,1370000000,0,1
12,1366512263,0,0,0,0,0,0,0,0,0,0,1370000000,3440000000000,63484,0,1370000000,0,2
12,1366512589,0,0,0,0,0,0,0,0,0,0,1370000000,0,115080,0,1370000000,0,1
12,1366512882,0,0,0,0,0,0,0,0.03139,0.125561,0,1370000000,81200000000,196151.3274,161,1370000000,0,223
12,1366513451,0,0,0,0,0,0,0,0,0,0,1370000000,412000000,157999.8235,15,1370000000,0,17
13,1366513786,0,0,0,1,0,0,0,0.285714,0.714286,0,1370000000,249000000,144990.1429,17,1370000000,0,7
7,1366513923,0,0,1,1,0,0,0,0,0,1,1370000000,975156.25,117401.5,0,1370000000,0,2
