@relation WCR_80_upsampled-weka.filters.unsupervised.attribute.NumericToNominal-R18

@attribute v0 numeric
@attribute v1 numeric
@attribute v2 numeric
@attribute v3 numeric
@attribute v4 numeric
@attribute v5 numeric
@attribute v6 numeric
@attribute v7 numeric
@attribute v8 numeric
@attribute v9 numeric
@attribute v10 numeric
@attribute v11 numeric
@attribute v12 numeric
@attribute v13 numeric
@attribute v14 numeric
@attribute v15 numeric
@attribute v16 numeric
@attribute v17 {0,1}
@attribute v18 numeric

@data
15,1360000000,0,0,0,0,0,0,0,0,0.5,0,1360000000,691000000,113489,0,1360000000,0,2
14,1370000000,0,0,0,0,0,0,0,0,0,0,1370000000,0,61257,0,1370000000,0,1
13,1360000000,0,0,0,0,0,0,0,0,0.333333,0,1360000000,19600000000,142698,3,1360000000,0,3
20,1360000000,0,0,0,0,0,0,0,0,0.2,0.3,1360000000,2240000000,146217.7,9,1360000000,0,10
14,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,1240996,33231,7,1360000000,0,2
7,1370000000,0,0,1,0,0,0,0,0,0,1,1370000000,0,125199,0,1370000000,0,1
3,1370000000,0,0,1,0,0,1,0,0,2,0,1370000000,0,64654,0,1370000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,162678,0,1360000000,0,1
3,1360000000,0,0,1,0,0,0,0.166667,0.333333,1.666667,0,1360000000,3180000000,145747.5,3,1360000000,0,6
15,1360000000,0,0,0,0,0,0,0,0,0,0.5,1360000000,12200000,168197.5,1,1360000000,0,2
25,1360000000,0,0,0,0,0,0,0,0,1,0,1360000000,2450000000,318080.6667,0,1360000000,0,3
15,1360000000,0,0,0,0,0,0,0,0,1,0,1360000000,0,154268,1,1360000000,0,1
13,1360000000,0,0,0,0,0,0,0,0,0.8,0,1360000000,27900000,366404.8,3,1360000000,0,5
4,1360000000,0,0,0,0,0,0,0,0,0.666667,0,1360000000,117000000000,254797,0,1360000000,0,3
7,1360000000,0,0,1,0,0,1,0,0.75,4,0,1360000000,1210000000000,79258.25,3,1360000000,0,4
13,1360000000,0,0,0,0,0,0,0,0,0.333333,0,1360000000,41400000000,87345.66667,5,1360000000,0,3
13,1360000000,0,0,0,0,0,0,0,0,2,0,1360000000,0,3155,0,1360000000,0,1
13,1360000000,0,0,0,0,0,0,0.125,0,0.125,0.75,1360000000,41900000000,358483.5,13,1360000000,0,8
14,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,160400.25,38512.5,0,1360000000,0,2
15,1360000000,1,0,0,0,0,0,0,0,0,0,1360000000,0,194095,1,1360000000,0,1
14,1370000000,0,0,0,0,0,0,1,0,1,0,1370000000,0,84122,1,1370000000,0,1
9,1360000000,0,0,1,0,0,1,0,0,0,1,1360000000,0,323110,0,1360000000,0,1
9,1360000000,0,0,1,0,0,0,0,0,0,0.333333,1360000000,4720000000,333709.6667,1,1360000000,0,3
13,1370000000,0,0,0,0,0,0,0,0,0.25,0.5,1370000000,74000000000,119112.5,0,1370000000,0,4
34,1370000000,0,0,0,0,0,0,0,0.5,1.5,0,1370000000,13000000000,58666,0,1370000000,0,2
20,1360000000,0,0,0,0,0,0,0,0,0.333333,0,1360000000,86500000000,263638,10,1360000000,0,6
7,1360000000,0,0,1,0,0,1,0,0,3,0,1360000000,0,511697,0,1360000000,0,1
7,1370000000,0,0,1,0,1,1,0,0.666667,2.333333,0,1370000000,4170000000,104876.3333,1,1370000000,0,3
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,52400000,518128.5,0,1360000000,0,2
15,1370000000,0,0,0,0,0,0,0.166667,0.333333,1.666667,0,1370000000,616000000000,207455,11,1370000000,0,6
20,1360000000,0,0,0,0,0,0,0,0,2,0,1360000000,0,510,1,1360000000,0,1
32,1370000000,0,0,0,0,0,0,0,0,0,0,1370000000,48027.80556,141206.1667,7,1370000000,0,6
15,1360000000,0,0,0,0,0,0,0,0,0.315789,0.473684,1360000000,7060000000000,200172,45,1370000000,0,19
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,2330000000,106983,7,1360000000,0,2
13,1360000000,0,0,0,0,0,0,0,0.2,0.6,0,1360000000,1640000000000,167821.9,33,1370000000,0,10
13,1360000000,0,0,0,0,0,0,0.333333,0,3,0,1360000000,5985148.222,313177.3333,2,1360000000,0,3
7,1360000000,0,0,1,0,0,1,0,0,0.818182,0.090909,1360000000,168000000000,140833.9091,15,1360000000,0,11
35,1370000000,0,0,0,0,0,0,0,0,0,0,1370000000,168921,222011,3,1370000000,0,2
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,171418,1,1360000000,0,1
15,1360000000,0,0,0,0,0,0,0,0.111111,0.888889,0.111111,1360000000,868000000000,200293.5556,10,1370000000,0,9
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,274317,0,1360000000,0,1
4,1360000000,0,0,0,0,0,0,0,0,1,0,1360000000,0,481367,0,1360000000,0,1
4,1360000000,0,0,0,0,1,0,0,0,1,0,1360000000,0,73779,0,1360000000,0,1
7,1370000000,0,0,1,0,0,1,0,0.1,3.7,0.2,1370000000,8750000000,154514,5,1370000000,0,10
23,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,105592,1,1360000000,0,1
21,1360000000,0,0,0,0,0,0,0,0.2,0.1,0,1360000000,8860000000,330041,5,1360000000,0,10
9,1360000000,0,0,1,0,0,0,0.333333,0,0.333333,0.333333,1360000000,25900000000,119458,3,1360000000,0,3
13,1360000000,0,0,0,0,0,0,0,0.333333,1.833333,0,1360000000,91100000000,113895.8333,45,1360000000,0,12
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,27200000,178766,1,1360000000,0,2
15,1360000000,0,0,0,0,0,0,0,0.5,0,0,1360000000,23000000000,115688.75,6,1360000000,0,4
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,370789,0,1360000000,0,1
26,1370000000,0,0,0,0,0,0,0.2,0,0.2,0,1370000000,24400000000,179257.8,13,1370000000,0,5
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,1440000000,191676.6667,2,1360000000,0,3
13,1360000000,0,0,0,0,0,0,0,0,0.285714,0.142857,1360000000,137000000000,216709.4286,12,1360000000,0,7
13,1360000000,0,0,0,0,0,0,0,0,1.25,0,1360000000,74200000,373944.25,11,1360000000,0,4
15,1360000000,0,0,0,0,0,0,0,0,0.034483,0,1360000000,591000000000,186150.931,5,1360000000,0,29
22,1370000000,0,0,0,1,0,0,0,0,0,2,1370000000,0,316137,0,1370000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,0,170581,0,1360000000,0,1
15,1360000000,0,0,0,0,0,0,0,0,0,0,1360000000,178929,79382,0,1360000000,0,2
21,1360000000,0,0,0,0,0,0,0,0.666667,0.333333,0,1360000000,901000000,421849.3333,3,1360000000,0,3
